City,Year,Unemployment_Rate_%,MSME_Registered_Units,Average_AQI,Road_Density_km_per_1000sqkm,Internet_Penetration_%,Electricity_Access_%,Hospitals_per_100k,Beds_per_1000,Literacy_Rate_%,Student_Teacher_Ratio,Higher_Education_Institutions,Toilet_Access_%,PMAY_Average_Housing_Cost_Lakhs,Crime_Rate_per_100k,IPC_Crime_Cases,Population_Density_per_sqkm,Population_Growth_%,Net_Migration_Rate_%,Livability_Score_0_100,Infrastructure_Index,Healthcare_Index,Education_Index,Economic_Index,Safety_Index,Environmental_Index,Affordability_Index,Population_Pressure,Urbanization_Score,Development_Years,City_Encoded,Education_Economic_Interaction,Health_Safety_Interaction,Environment_Infrastructure_Interaction,Year_Normalized,Is_Recent
Patna,2015,3.63,278684,266,4479.6,46.2,94.4,6.75,3.26,73.1,35.4,168,83.1,17.93,447.9,106212,1996,3.06,0.99,65.45,76.60154261975075,83.04323308270676,64.97604794574208,77.33803378294861,43.97748592870544,11.036789297658867,28.251300520208076,31.272773777978706,71.42,10,19,50.2511979111029,36.520326143689424,8.454350857698246,0.5263157894736842,0
Patna,2016,4.99,165901,83,4396.5,86.1,79.1,2.18,1.27,93.7,32.3,98,64.3,17.99,714.2,165808,19155,0.8,1.17,47.32,75.81560588618049,29.534147869674186,71.68171839151213,54.86203711504114,10.669168230143832,72.24080267558529,28.011204481792717,45.63075124750032,87.03999999999999,11,19,39.32605094865066,3.151047921554979,54.769802245535075,0.5789473684210527,0
Patna,2017,4.69,45020,115,2802.3,94.7,90.3,6.93,3.07,73.0,37.9,62,85.6,11.82,798.5,53446,9094,4.22,0.65,77.74,77.17622753891587,81.79605263157895,53.149195867981334,40.37687367563982,0.1250781738586615,61.53846153846154,52.701080432172866,55.87466416896747,84.7,12,19,21.459983675233204,0.10230900892004857,47.493063100871304,0.631578947368421,0
Patna,2018,8.67,251731,293,5873.1,43.8,95.5,5.7,2.87,73.5,35.6,196,96.5,13.78,176.0,73096,24965,3.31,3.26,47.59,86.10636618449372,71.58928571428571,67.94103143781267,46.2017468939579,77.98624140087554,2.006688963210701,44.85794317727091,79.67033623805521,71.19,13,19,31.389943382042578,55.82979317430536,1.7278869468460265,0.6842105263157895,0
Patna,2019,6.13,143362,282,4133.6,58.1,88.1,1.93,3.91,79.7,30.9,77,87.3,18.24,615.0,54360,10154,1.0,4.43,46.87,76.19972421042094,60.967731829573935,61.7947736455104,45.626016074377986,23.076923076923073,5.685618729096986,27.0108043217287,29.31941999676023,75.74000000000001,14,19,28.19449335662607,14.069476576055521,4.332425791227943,0.7368421052631579,0
Patna,2020,7.58,261560,272,3135.0,66.6,76.9,5.86,3.43,76.6,29.4,169,95.1,9.86,507.9,39306,3954,4.14,5.42,80.72,71.10147604985234,79.59179197994987,69.84915624895076,53.46913689651767,36.47279549718574,9.030100334448166,60.544217687074834,44.829964869203195,73.69,15,19,37.347740975814006,29.0293515213926,6.420534626575298,0.7894736842105263,1
Patna,2021,2.91,253899,159,2580.5,71.7,77.3,6.42,2.66,75.0,23.1,45,62.3,16.76,696.2,4482,2421,2.79,5.42,60.36,62.90606186495822,73.47556390977444,59.233080771339985,77.96634967761061,12.92057535959974,46.82274247491639,32.933173269307716,29.721728542946042,74.7,16,19,46.181870879004464,9.493465605853274,29.454343348140974,0.8421052631578947,1
Patna,2022,5.47,180922,118,938.4,82.6,90.6,5.27,3.17,88.2,23.6,76,65.0,7.6,589.5,171861,28919,3.01,1.6,49.97,61.39693177836729,72.64505012531328,70.04594151156674,54.242761233425306,26.266416510318948,60.535117056856194,69.58783513405362,84.94573540569941,87.24,17,19,37.99485280782389,19.081251440044763,37.16670452135278,0.8947368421052632,1
Patna,2023,9.41,175733,204,4863.6,80.8,95.9,1.87,3.19,93.0,25.7,131,72.6,24.16,171.7,116378,5828,3.35,1.56,56.06,83.79356073877571,51.591791979949875,77.51816767579547,32.02053767485755,78.5240775484678,31.77257525083612,3.3213285314125596,41.55906332101719,90.21000000000001,18,19,24.821734085487336,40.511978742980034,26.623372141082584,0.9473684210526315,1
Patna,2024,6.7,274876,102,1550.0,84.0,87.5,7.43,1.27,87.4,24.3,39,87.3,16.87,640.6,62583,13991,2.12,6.4,58.74,68.26814605335602,62.42888471177944,65.53554453783394,60.0541223583843,19.874921826141335,65.88628762541806,32.49299719887955,47.009969481878386,86.41,19,19,39.356796104984234,12.407692033398064,44.979347065254636,1.0,1
Ranchi,2005,5.01,109591,191,2112.1,93.1,81.6,7.32,1.13,87.7,42.5,42,98.7,14.06,764.7,135687,9746,1.25,2.32,49.37,73.4116001801892,59.98966165413533,57.91014784389654,47.24146757198731,4.3527204502814225,36.12040133779264,43.73749499799919,30.726463511478453,87.49000000000001,0,21,27.357603714564288,2.611182270874181,26.516564613580044,0.0,0
Ranchi,2006,3.72,35874,155,4937.0,48.2,78.3,5.68,1.43,72.6,22.5,185,92.9,12.08,576.3,107917,20636,3.23,4.27,57.51,76.42094649381852,53.463972431077686,72.13069310919855,44.457420723989365,27.917448405253285,48.16053511705686,51.66066426570628,70.25584230530492,66.99000000000001,1,21,32.067445706686,14.925776918844953,36.804736772942704,0.05263157894736842,0
Ranchi,2007,2.83,139392,272,3761.4,88.3,99.8,2.56,3.01,88.2,44.5,197,87.5,9.87,669.1,22298,23640,4.14,2.8,74.64,83.92676810651184,53.665100250626566,72.89716869425077,63.12923838309212,16.310193871169474,9.030100334448166,60.504201680672274,84.40113978293564,91.71,2,21,46.01942739951837,8.75288189203465,7.5786713674776625,0.10526315789473684,0
Ranchi,2008,6.16,134140,127,4763.1,94.3,98.5,2.64,3.6,89.9,24.8,22,70.7,23.24,561.6,144489,8457,3.38,0.67,62.64,86.39053255918714,61.541353383458656,65.1042846750456,44.231944488255316,29.756097560975604,57.52508361204014,7.002801120448177,47.11092304913201,93.8,3,21,28.796891056941885,18.31230515312672,49.69622608755916,0.15789473684210525,0
Ranchi,2009,7.83,48098,255,2022.2,77.8,85.1,5.37,1.14,70.5,42.6,61,92.8,24.99,287.4,53768,20222,4.36,5.99,68.64,69.77162770909456,47.896616541353374,49.45515215274591,23.628983016572974,64.05253283302063,14.715719063545151,0.0,79.49046876703312,77.07,4,21,11.685749502992655,30.678996036056365,10.267396719732979,0.21052631578947367,0
Ranchi,2010,9.26,45045,294,5814.6,49.5,82.5,2.15,1.67,92.0,28.2,26,73.7,24.63,559.3,83816,5829,4.44,5.43,58.23,78.49355873667349,34.346177944862156,65.25181811059754,15.407530869536165,30.043777360850534,1.6722408026755842,1.4405762304921965,51.27154114462245,76.4,5,21,10.053694018323906,10.318889233715936,1.31260131666678,0.2631578947368421,0
Ranchi,2011,3.1,21704,80,3820.0,93.9,87.4,6.98,2.23,89.1,37.8,43,74.4,17.75,196.0,72946,16509,4.48,3.35,83.35,79.00007607988388,71.609335839599,60.944191559131966,45.955240163432386,75.48467792370232,73.24414715719062,28.971588635454182,73.09594446464428,90.03,6,21,28.007049596661382,54.05407652182364,57.862931978242706,0.3157894736842105,0
Ranchi,2012,6.17,239935,198,5410.3,63.8,90.1,5.6,2.14,73.9,20.5,13,94.9,9.73,287.5,147471,10280,2.52,1.48,90.11,85.84993393062716,61.83771929824562,56.5151295452765,58.28946199038789,64.04002501563477,33.77926421404682,61.06442577030812,43.1138974859428,75.72999999999999,7,21,32.942364955112424,39.6008909076945,28.999476010011175,0.3684210526315789,0
Ranchi,2013,9.74,259817,151,4764.3,48.3,75.2,1.63,2.68,82.3,32.0,11,76.9,19.36,437.8,146711,7757,3.75,4.03,54.91,71.4465388658091,43.71303258145364,56.231630088079584,41.433356682326874,45.24077548467792,49.49832775919732,22.52901160464186,49.00005454327987,69.97,8,21,23.29865186268065,19.77611492771955,35.36484198040049,0.42105263157894735,0
Ranchi,2014,4.51,190268,257,2961.3,55.0,96.7,5.85,2.23,83.2,23.5,129,74.3,24.91,462.1,97691,17409,4.17,5.3,66.2,69.69206316632463,64.52913533834585,72.41711810723999,60.73534058870552,42.20137585991244,14.046822742474918,0.3201280512204807,72.14335764700141,78.78999999999999,9,21,43.98278332695734,27.23218294328691,9.789520578547274,0.47368421052631576,0
Ranchi,2015,8.61,177939,173,1800.0,66.9,81.1,7.45,1.87,95.7,32.4,129,81.7,7.59,394.3,20730,19065,2.29,5.17,55.36,63.05945993292957,70.05419799498746,75.95275285111526,36.686384201975855,50.68167604752971,42.140468227424755,69.62785114045617,58.72378275777239,82.68,10,21,27.864318722937313,35.5046416855146,26.57355167742183,0.5263157894736842,0
Ranchi,2016,3.9,124868,281,4494.2,64.3,87.9,2.05,3.95,88.0,25.7,121,64.4,24.32,263.6,129958,8118,3.37,5.16,76.65,74.60461935031783,62.21961152882205,73.51314255016732,55.34486452526893,67.02939337085678,6.020066889632103,2.681072428971576,46.340406325796785,80.86,11,21,40.685749152657934,41.70542816547309,4.491247987644549,0.5789473684210527,0
Ranchi,2017,7.72,268278,69,2520.8,54.4,99.7,4.03,3.14,88.5,23.7,55,71.3,13.22,302.3,4910,26502,4.36,2.55,60.91,67.66724811051606,64.50062656641605,68.07084531790356,53.60023421520658,62.18886804252658,76.92307692307692,47.09883953581432,92.11400724403403,81.63,12,21,36.48613252266729,40.11220954199131,52.05172931578158,0.631578947368421,0
Ranchi,2018,2.56,205673,256,1562.4,49.3,94.8,5.51,0.94,86.8,26.3,80,90.8,21.22,410.2,189483,12787,3.59,3.4,87.18,64.28021122178286,46.273809523809526,68.40527895602735,73.44597559878014,48.692933083176996,14.381270903010035,15.086034413765503,57.68555627542074,77.94999999999999,13,21,50.24092449032133,22.532075106465353,9.24431131283165,0.6842105263157895,0
Ranchi,2019,10.22,30787,284,5092.8,85.9,80.0,6.73,3.52,77.8,43.7,19,66.0,15.75,524.3,129384,1492,4.34,0.77,51.72,79.87076530356875,86.16791979949875,49.12406889682264,8.25973206843126,34.4215134459037,5.0167224080267525,36.974789915966376,41.66279255176072,80.89,14,21,4.057516471989127,29.660302099839978,4.006894580446589,0.7368421052631579,0
Ranchi,2020,2.62,172223,283,4262.9,87.7,75.3,5.02,2.27,83.5,19.9,140,80.1,20.3,465.4,30726,19799,1.19,5.73,73.82,77.48690374893637,59.828634085213025,75.30620921981847,68.65615836219338,41.78861788617887,5.351170568561869,18.76750700280111,50.39965450451012,82.3,15,21,51.70235025852324,25.001559284389838,4.146456387902947,0.7894736842105263,1
Ranchi,2021,3.84,288889,179,1179.1,76.4,81.3,6.72,3.42,96.4,31.6,96,90.1,7.65,505.5,109703,3594,2.17,5.62,85.24,63.5916967816207,84.85526315789474,73.41251737529518,77.55175388334874,36.77298311444653,40.13377926421404,69.38775510204081,26.556211177552104,85.87,16,21,56.93269479445955,31.203811592771803,25.521751216703954,0.8421052631578947,1
Ranchi,2022,3.34,31762,115,5348.8,47.5,93.0,2.16,2.79,79.6,39.3,54,85.6,9.71,613.9,174861,4677,3.97,4.06,50.97,81.29211071625207,48.40883458646616,55.68156774966144,45.98541727519742,23.21450906816761,61.53846153846154,61.14445778311324,44.768803273432475,73.99,17,21,25.60540127505357,11.237873294869447,50.025914286924355,0.8947368421052632,1
Ranchi,2023,6.13,52453,225,4746.1,46.1,87.7,6.8,3.8,83.9,43.7,111,75.8,21.96,470.4,94908,15219,3.89,5.49,63.97,74.44544321537614,90.10651629072682,62.03030005260155,33.499520838124816,41.163227016885564,24.749163879598658,12.124849939975979,65.24676804951663,73.7,18,21,20.779853292072602,37.09074985775885,18.424624742267003,0.9473684210526315,1
Ranchi,2024,5.33,150118,193,2039.4,86.0,87.2,3.67,1.14,76.4,43.6,67,66.8,14.21,349.6,7996,10371,2.68,3.81,61.76,66.92771810400922,37.244987468671674,53.15273292968181,50.89879429500246,56.272670419011874,35.45150501672241,43.13725490196077,44.72220794181493,82.52000000000001,19,21,27.054100196050783,20.958749045847885,23.72688334122066,1.0,1
Bhubaneswar,2005,6.3,289827,144,2142.8,54.1,86.4,6.44,1.46,89.2,18.6,89,91.0,11.77,516.4,41790,22517,0.71,5.62,54.32,65.66526152460084,58.60087719298246,74.17964566708824,64.23425223549802,35.40963101938712,51.83946488294314,52.90116046418567,51.58698485420417,77.83000000000001,0,3,47.64874070519613,20.75035438815927,34.04052018833822,0.0,0
Bhubaneswar,2006,9.93,108996,230,2460.0,92.5,78.2,2.66,2.38,72.2,23.3,189,99.1,12.53,750.1,109420,8822,3.31,4.45,91.49,74.09292857500375,46.416666666666664,71.93635572069702,20.276853679658704,6.178861788617884,23.076923076923073,49.85994397759104,47.22100795235051,80.09,1,3,14.58642959196453,2.8680216802168013,17.09836813269317,0.05263157894736842,0
Bhubaneswar,2007,4.75,203257,63,1391.0,40.2,100.0,6.71,3.32,83.8,26.1,38,71.4,12.52,641.6,108392,3247,0.57,1.11,64.29,59.28231042594725,83.54260651629073,62.47326028807735,61.156488424353306,19.74984365228267,78.92976588628763,49.89995998399359,11.604802823058689,75.58000000000001,2,3,38.20645219639413,16.499534170009134,46.791388831182445,0.10526315789473684,0
Bhubaneswar,2008,10.43,193033,250,3225.1,61.0,77.7,7.19,3.31,74.5,31.8,102,85.0,23.92,526.9,108503,2459,0.75,1.62,46.53,68.65244957205066,86.42512531328322,60.786445590983874,28.754441534187603,34.09631019387117,16.387959866220736,4.281712685074012,11.624393635045468,71.41,3,3,17.478802958170217,29.467778812258917,11.25073588304509,0.15789473684210525,0
Bhubaneswar,2009,8.82,218382,84,5147.6,49.0,82.5,3.12,1.99,76.9,31.2,87,99.5,6.12,242.4,11512,19149,0.72,5.52,69.06,80.21505330597127,44.42387218045113,60.98616848160624,40.93359892836265,69.68105065666042,71.90635451505017,75.51020408163265,44.90599566444347,70.21000000000001,4,3,24.96383360803621,30.955020877710226,57.67972060462817,0.21052631578947367,0
Bhubaneswar,2010,6.98,170670,92,1828.0,58.5,89.8,2.87,1.17,96.2,18.6,162,91.5,10.94,238.2,29980,21225,3.07,5.2,89.06,66.08960708744182,32.60745614035088,85.71632908417367,44.62386462489349,70.2063789868668,69.23076923076923,56.22248899559824,70.01441181191059,82.97,5,3,38.24993865194986,22.892514235871104,45.754343368228945,0.2631578947368421,0
Bhubaneswar,2011,8.38,50976,110,5179.4,52.1,76.8,6.07,2.09,94.8,35.6,27,97.9,10.17,369.2,81049,2485,2.49,1.24,63.85,78.96422043145301,64.15758145363408,63.73610681469709,21.007419505788928,53.82113821138211,63.21070234113713,59.30372148859544,27.17777027818043,76.59,6,3,13.38931133522114,34.53034058724046,49.91383833292515,0.3157894736842105,0
Bhubaneswar,2012,5.48,232987,250,1597.7,61.3,84.3,2.48,3.36,89.1,23.1,79,64.2,17.56,228.9,197200,23639,2.06,3.97,87.83,58.38689674157865,57.53884711779449,71.11016619847567,61.133149088945515,71.36960600375235,16.387959866220736,29.73189275710284,65.86906285019901,79.32,7,3,43.471883919511065,41.06524848707134,9.568421205141652,0.3684210526315789,0
Bhubaneswar,2013,7.21,56477,144,5184.4,77.4,91.3,7.13,3.66,94.8,20.6,113,89.6,20.14,544.4,34190,24125,3.38,1.02,66.8,86.7392467090445,90.42418546365914,79.0608373717138,28.134649215767748,31.90744215134459,51.83946488294314,19.407763105242093,78.60544547869414,88.53,8,3,22.243489261580294,28.852044667641586,44.96516133746454,0.42105263157894735,0
Bhubaneswar,2014,3.98,104555,54,2881.7,71.9,90.5,5.81,3.48,75.8,21.3,171,66.3,24.5,697.6,100674,29461,0.89,2.32,75.0,69.21364482706842,79.90350877192982,73.17817909144834,52.198122870666275,12.745465916197618,81.93979933110369,1.9607843137254832,67.14880488660033,79.03999999999999,9,3,38.19763583667042,10.18407447637229,56.71352168104269,0.47368421052631576,0
Bhubaneswar,2015,5.48,278869,66,3656.9,74.3,91.3,3.16,1.97,92.8,23.3,167,82.5,20.24,613.8,42294,17495,3.97,3.09,90.43,77.05371890485009,44.42449874686717,82.08530044431511,67.25342160794548,23.227016885553475,77.92642140468227,19.00760304121649,70.5344905661391,86.79999999999998,10,3,55.205173185963986,10.31848582525733,60.04520570177281,0.5263157894736842,0
Bhubaneswar,2016,6.34,47121,147,5748.9,58.5,96.7,7.23,1.92,72.2,37.6,69,91.3,13.85,465.4,155803,12088,2.27,2.76,62.27,87.74471344912158,69.30075187969923,53.50634374545332,31.640735944677633,41.78861788617887,50.836120401337794,44.577831132452985,44.52101859985535,75.44,11,3,16.92980093815042,28.95982639525643,44.60600817480428,0.5789473684210527,0
Bhubaneswar,2017,6.97,243595,140,3526.1,78.9,81.7,3.3,3.79,89.5,33.6,133,61.2,17.36,481.2,109604,11423,0.83,1.66,89.69,70.17903148305722,68.05169172932331,72.10024174323735,54.40609047735908,39.812382739212005,53.17725752508361,30.532212885154063,30.355782606155508,83.98000000000002,12,3,39.22692275722033,27.092999971786877,37.31928430035484,0.631578947368421,0
Bhubaneswar,2018,5.97,142671,63,995.3,81.6,88.5,4.81,1.58,90.1,22.5,46,78.4,10.73,310.9,129402,19878,3.8,3.01,48.43,63.53173081735824,49.88784461152882,68.6608438629674,46.40815943180435,61.11319574734209,78.92976588628763,57.062825130052005,73.81012417288773,87.07,13,3,31.86423388714816,30.48805613157346,50.145446397647305,0.6842105263157895,0
Bhubaneswar,2019,4.83,294101,199,4490.6,40.4,88.0,1.74,2.62,94.9,44.1,112,78.3,23.9,587.8,13914,14506,1.46,3.32,66.41,72.61660043045197,43.652255639097746,68.55262884578795,72.83715473789675,26.479049405878683,33.44481605351171,4.361744697879155,42.1654473022752,76.47999999999999,14,3,49.93178434930262,11.558702337457156,24.28648843827825,0.7368421052631579,0
Bhubaneswar,2020,7.45,110247,91,3419.3,88.2,91.6,3.7,3.79,94.6,23.7,17,89.7,21.55,779.1,178077,18415,2.62,0.67,56.59,80.17447019370339,70.5579573934837,67.91174984051662,33.99563911578366,2.55159474671669,69.56521739130434,13.765506202480982,60.357072692761434,91.78,15,3,23.087033392995817,1.8003531342427306,55.77354448257626,0.7894736842105263,1
Bhubaneswar,2021,6.41,190408,189,4661.7,56.2,89.1,2.07,2.12,90.3,36.7,198,71.1,14.96,364.2,88680,25851,3.24,5.79,54.57,75.52299964963211,39.46992481203008,77.73205873465322,50.37150174884197,54.44652908067542,36.78929765886287,40.1360544217687,80.82769240664275,79.71,16,3,39.15480532493672,21.49000409090268,27.784381142005124,0.8421052631578947,1
Bhubaneswar,2022,9.92,22629,272,2511.2,58.2,87.8,7.61,0.95,79.5,41.1,85,68.0,13.5,400.6,183167,23096,2.52,6.43,66.87,64.14919765754041,59.55670426065163,57.93536390191492,8.810867813006947,49.89368355222014,9.030100334448166,45.978391356542616,68.87556454346566,75.6,17,3,5.104608330382267,29.715033557941133,5.792736912219372,0.8947368421052632,1
Bhubaneswar,2023,3.0,82370,159,1615.9,95.0,94.2,3.24,2.69,89.5,43.4,177,80.6,20.49,515.4,110988,4327,1.0,3.68,57.64,71.46799239201161,53.92575187969925,72.15709617127956,54.594021903225624,35.53470919324578,46.82274247491639,18.007202881152462,17.606464788880572,92.56,18,3,39.39346088847994,19.1623591107224,33.463274029704436,0.9473684210526315,1
Bhubaneswar,2024,2.68,218237,58,3895.4,71.3,99.2,4.65,1.0,84.9,40.7,199,77.2,11.41,739.3,39057,18847,2.12,0.75,61.32,78.95747234596325,41.63533834586467,72.81082405345212,74.46616971742506,7.529706066291442,80.60200668896321,54.34173669467787,56.77110050804342,85.10999999999999,19,3,54.219431812299405,3.135018597149539,63.641307141729584,1.0,1
Chandigarh,2005,4.75,207396,287,2193.8,87.1,76.4,5.0,1.03,95.2,38.7,135,93.0,17.95,779.8,143077,27815,2.57,1.2,69.82,69.92052955603384,44.20332080200501,73.44953184631397,61.70859617807244,2.464040025015646,4.013377926421402,28.171268507402957,78.80674375798424,87.13,0,4,45.324675001726604,1.0891875169474705,2.8061750992388146,0.0,0
Chandigarh,2006,3.58,179785,170,4037.4,40.6,79.9,4.69,3.84,80.4,29.5,145,84.2,10.98,417.0,44322,29014,1.02,2.73,46.21,69.13821862956104,77.3859649122807,69.67255251759914,64.41896385829827,47.84240150093808,43.14381270903011,56.06242496998799,67.40841149897693,68.31,1,4,44.88233642546607,37.023304038708396,29.828863555897577,0.05263157894736842,0
Chandigarh,2007,4.39,235238,100,1216.3,67.5,75.2,2.05,3.38,90.8,42.7,172,87.3,6.05,658.9,169256,24173,2.53,1.9,84.73,59.60789228690124,55.09461152882204,72.74638761737418,67.38969769076031,17.585991244527833,66.5551839464883,75.79031612645058,71.12954804960768,79.13,2,4,49.023570696297156,9.688933559665266,39.67214235817173,0.10526315789473684,0
Chandigarh,2008,8.68,294324,88,1973.5,52.3,94.8,2.71,1.01,97.0,18.7,168,74.6,21.83,510.5,180424,27859,0.54,0.95,56.77,63.69787176535362,29.604949874686714,86.75480072970643,51.82864969433739,36.14759224515323,70.5685618729097,12.645058023209288,60.81055641532311,82.93,3,4,44.96384176322001,10.701476565083754,44.95067204846025,0.15789473684210525,0
Chandigarh,2009,8.19,267040,164,3956.3,50.9,95.1,7.79,1.66,83.4,20.3,116,80.1,7.89,437.3,67486,16133,2.84,0.55,80.77,74.53229240702738,69.55952380952381,72.65597519893454,50.86678942701155,45.30331457160726,45.15050167224081,68.42737094837935,57.72989526123359,77.16,4,4,36.95776191058377,31.51276988594062,33.65170392959431,0.21052631578947367,0
Chandigarh,2010,8.56,113054,63,4725.6,95.4,81.0,3.6,1.39,85.6,22.2,77,87.9,16.2,401.2,84629,17301,0.52,0.97,86.42,84.61283547725111,39.931390977443606,69.21005204194692,28.304495513131812,49.818636647904945,78.92976588628763,35.17406962785113,39.40956116088694,87.16,5,4,19.589556074849057,19.89327457950693,66.78471295194402,0.2631578947368421,0
Chandigarh,2011,3.16,213507,280,2207.6,61.5,89.2,7.23,3.81,90.0,20.3,137,76.4,14.41,181.9,39021,23924,2.32,2.31,63.05,65.38960208218629,92.92575187969925,78.72652796275364,71.2122767196685,77.24828017510944,6.35451505016722,42.33693477390956,68.75820471577765,81.21000000000001,6,4,56.06295294462331,71.7835451668571,4.155192105556985,0.3157894736842105,0
Chandigarh,2012,9.76,225954,118,1411.0,54.6,98.0,5.28,2.51,86.1,27.9,163,80.9,7.33,233.9,107834,28160,1.73,5.72,80.91,63.56241553631313,64.45770676691728,75.61429262123535,36.807027957763786,70.74421513445903,60.535117056856194,70.66826730692277,72.01693811337407,80.22,7,4,27.831373825163414,45.600098745926715,38.4775826490725,0.3684210526315789,0
Chandigarh,2013,4.61,15720,75,4588.2,51.6,84.3,4.76,3.12,73.1,29.0,102,81.6,21.37,261.6,161758,21093,2.72,4.7,64.36,74.89511336903749,68.82456140350877,61.19366162661862,36.90565882256745,67.2795497185741,74.91638795986621,14.485794317727086,66.63103620069569,70.00999999999999,8,4,22.583923980956246,46.304855008064244,56.108713694529754,0.42105263157894735,0
Chandigarh,2014,3.68,201400,181,4124.7,59.6,97.7,5.32,1.07,82.1,38.4,160,79.8,22.89,324.0,82709,27059,4.09,4.61,85.37,77.83517743630811,46.70833333333333,68.23572494991662,66.75577479397332,59.47467166979362,39.464882943143806,8.403361344537807,90.8282975311294,80.03,9,4,45.551286876601395,27.779627892432767,30.71756166382728,0.47368421052631576,0
Chandigarh,2015,3.25,260173,130,1727.3,53.9,85.4,3.13,1.83,73.6,26.0,118,77.7,11.93,635.2,178808,22946,1.83,4.97,52.14,60.585577856749595,42.486528822055135,64.43800472294659,76.9453249594764,20.5503439649781,56.52173913043479,52.2609043617447,62.42705358619827,71.22999999999999,10,4,49.582032131473994,8.73112781171189,34.24402226685847,0.5263157894736842,0
Chandigarh,2016,3.61,106959,251,2081.0,43.7,78.3,7.08,2.83,76.8,33.0,110,86.2,9.66,711.9,62564,21129,0.56,2.74,61.53,59.885936733570254,79.73590225563909,62.435944533357215,54.54065415486438,10.956848030018762,16.05351170568562,61.34453781512605,47.460638741353,67.32,11,4,34.05297257626131,8.736541635514676,9.613795863583185,0.5789473684210527,0
Chandigarh,2017,7.12,26457,247,1932.5,79.3,95.1,5.15,3.17,87.9,27.6,163,71.8,16.42,634.5,76412,9780,2.34,5.41,88.71,68.42265628910356,71.89317042606515,76.82792291076764,24.622037233125496,20.63789868667918,17.391304347826086,34.293717486994794,40.5052752156157,87.47999999999999,12,4,18.91659978452616,14.837239675172926,11.899592398104966,0.631578947368421,0
Chandigarh,2018,7.13,200132,275,1312.4,53.5,92.7,6.85,3.54,81.2,20.4,93,69.2,10.82,652.0,16029,24999,2.21,4.08,49.21,58.91889734220932,87.16979949874685,68.97987398014573,47.73417525288411,18.449030644152597,8.026755852842804,56.70268107242897,69.93912567047755,76.34,13,4,32.92697393490137,16.081983021970185,4.72927604084623,0.6842105263157895,0
Chandigarh,2019,5.37,31461,290,4997.8,66.7,80.6,7.57,1.9,74.3,33.2,189,60.2,9.76,760.0,35046,4284,2.78,5.67,67.42,74.5752660293308,71.18107769423558,68.78655616613132,34.85237023445593,4.940587867417134,3.0100334448160515,60.94437775110044,33.37749075692865,73.91,14,4,23.973745226552065,3.5167636884581674,2.244740449043401,0.7368421052631579,0
Chandigarh,2020,10.95,205355,68,5962.7,63.7,82.2,5.13,1.77,72.3,18.0,95,93.5,16.45,799.5,58082,9133,1.14,1.48,58.4,85.94483707893288,54.26785714285713,64.9099213215297,27.556562540506086,0.0,77.25752508361204,34.173669467787114,28.51430597108639,72.69,15,4,17.886943063960626,0.0,66.39885406432607,0.7894736842105263,1
Chandigarh,2021,9.24,272198,293,2007.9,91.1,83.2,2.23,3.58,87.2,22.4,91,71.5,19.74,444.7,197866,2587,1.92,3.39,68.65,67.53005255518295,58.72243107769424,71.48800035813812,45.81711828372707,44.37773608505316,2.006688963210701,21.00840336134454,22.304851270324928,87.17,16,4,32.753741682759376,26.05968548638639,1.3551181114752422,0.8421052631578947,1
Chandigarh,2022,5.19,220125,268,5681.3,86.7,96.3,5.08,3.44,78.2,28.8,70,78.7,10.71,775.0,63256,3843,2.61,0.84,50.2,90.4063581760849,74.82957393483709,61.12666808429675,61.002166027799355,3.064415259537212,10.367892976588633,57.14285714285714,30.97655228421063,86.18,17,4,37.288591552044544,2.293088882305828,9.373234459727868,0.8947368421052632,1
Chandigarh,2023,4.36,141983,158,4958.4,82.9,85.7,3.67,1.81,90.9,19.4,12,91.8,14.54,235.1,47877,28042,3.94,4.76,67.66,85.46805896191,45.619987468671674,67.10460476099875,55.114200231733236,70.59412132582865,47.15719063545151,41.816726690676276,91.46794022862365,86.94,18,4,36.98416623269004,32.20502930246191,40.304335497088,0.9473684210526315,1
Chandigarh,2024,6.92,292697,291,1919.4,87.0,79.9,2.89,2.96,80.9,43.2,26,80.5,23.37,737.7,32149,11632,2.98,1.46,90.5,67.07708744181392,55.10776942355889,51.91030363398282,61.22910793086387,7.729831144465282,2.6755852842809347,6.482593037214879,49.92957201582039,82.43,19,4,31.784215839290493,4.259737523922372,1.794704680717428,1.0,1
Gurgaon,2005,10.28,54250,80,1244.1,92.7,79.8,4.21,2.24,86.2,19.9,53,97.3,23.17,657.8,4860,10483,3.01,2.15,87.75,68.16703839030981,54.37844611528821,68.18249062685365,11.06162988074921,17.72357723577236,73.24414715719062,7.282913165266091,47.88720748181586,86.23,0,8,7.542094756619073,9.637805896855962,49.92836591129715,0.0,0
Gurgaon,2006,7.89,26212,277,5780.4,44.5,88.3,3.47,2.06,74.9,33.6,192,80.1,6.66,553.0,68704,25821,2.24,1.66,53.98,80.34237899794783,47.491854636591476,69.2698899844434,20.381706022558816,30.831769856160097,7.35785953177257,73.34933973589435,71.85870291006678,69.8,1,8,14.118385338779166,14.642579321975981,5.911479391153348,0.05263157894736842,0
